Product_Description,Product_Image,Discounted_Price,Product_Rating
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Wins 11 Pro  +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/212532/1.jpg?2178,"₦ 509,000",1
Adjustable Folding Laptop Stand With Cooling Fan,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/720887/1.jpg?8178,"₦ 29,999",1
DELL Latitude 7400 512GB SSD/16GB RAM/ Intel Core I7 / BACKLIGHT KEYBOARD-WIN 11 PRO+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/15/0189943/1.jpg?5137,"₦ 650,000",1
Hp EliteBook 830 G6 Intel Core I5 TOUCHSCREEN-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Win 11+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/1848852/1.jpg?6138,"₦ 590,000",1
"Hp Stream 11 Mini Intel Celeron Dual Core,11.6Inches,(32GB SSD,4GB RAM+32GB Flash,Mouse,USB Light For Keyboard) Windows 10",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/331972/1.jpg?4993,"₦ 190,000",1
Hp ELITE DRAGONFLY X360 MULTI-TOUCH Core I5 8GB RAM/1TB SSD FP-Reader- Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/4505373/1.jpg?2785,"₦ 750,000",1
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 512GB SSD 4GB WIN 11 Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/6983093/1.jpg?7365,"₦ 250,000",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/81/1713523/1.jpg?4869,"₦ 250,000",1
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" Nvidia RTX 4050 6GB WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/2825042/1.jpg?9372,"₦ 2,500,000",1
Hp EliteBook 840 G5 TOUCHSCREEN Intel Core I5-16GB RAM/512GB SSD/ Backlit Keyboard/Windows11Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/8557062/1.jpg?6823,"₦ 535,000",1
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/1678493/1.jpg?1651,"₦ 145,000",0
"Apple MacBook Pro 16.2"" 18GB/ 512GB M3 Pro - Black 2023",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/0711092/1.jpg?1984,"₦ 4,500,999",1
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/51/1030133/1.jpg?9487,"₦ 510,000",1
Hp EliteBook 840 G7 TOUCHSCREEN 10TH GEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard-WIN 11 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/0630963/1.jpg?6943,"₦ 720,000",0
DELL Latitude 5400 Intel Core I5-512GB SSD/16GB RAM Keyboard BACKLIT /WIN 11 PRO+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/0062392/1.jpg?6744,"₦ 450,000",0
"Hp CHROMEBOOK 11 ,INTEL CELERON,4GB RAM,32GB SSD",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/6449293/1.jpg?5199,"₦ 160,000",0
Hp EliteBook 840 G7 TOUCHSCREEN 10TH GEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard-WIN 11 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/8055863/1.jpg?8780,"₦ 640,000",0
Hp Spectre 16 X360 (2024) - 14th Gen Intel Core Ultra 7 155H Processor - 16.0'' 2.8K OLED Touchscreen - 32GB RAM / 1TB SSD - 6GB Nvidia GeForce RTX 4050 - Fingerprint Reader / 9MP IR Webcam - Rechargeable Pen + USB-C Multi-Port Hub - Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2163963/1.jpg?8781,"₦ 3,499,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/3880063/1.jpg?8527,"₦ 145,000",0
"DELL LATITUDE 3190 2in1 ,X360 TOUCH INTEL PENTIUM,8GB RAM,256GB SSD +LIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/2729573/1.jpg?0848,"₦ 260,000",0
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/483032/1.jpg?3853,"₦ 190,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/512GB SSD/Backlit Keyboard/FP Reader Win11 Pro LAPTOPS +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/0974633/1.jpg?3413,"₦ 509,000",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/4425243/1.jpg?5005,"₦ 220,000",0
Hp OMEN TRANSCEND 14 14TH GEN INTEL CORE ULTRA 9 UP TO 5.1GHz 32GB RAM 1TB SSD RTX 4070 (8GB) WINS 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/9785383/1.jpg?6815,"₦ 3,999,999",0
Hp ProBook 11 X360- TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/5321783/1.jpg?2639,"₦ 220,000",0
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+ 32GB FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/2854963/1.jpg?8805,"₦ 370,000",0
"Apple MacBook Air 13.3"" 8GB RAM/256GB M1 Processor - Space Grey",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/3940123/1.jpg?4420,"₦ 1,000,000",1
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Win10 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/6641592/1.jpg?6891,"₦ 145,000",0
"DELL Latitude 3190 Intel Pentium 4GB RAM, 128GB SSD Windows 10 + Keyboard Flash Light",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/1185942/1.jpg?1384,"₦ 200,000",1
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/8831473/1.jpg?7808,"₦ 560,000",0
DELL Latitude 5400 Touchscreen Intel Core I5-1TB SSD/16GB RAM Keyboard BACKLIT /WIN 11 PRO+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/9906943/1.jpg?7501,"₦ 530,000",0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/1TB SSD/Win11+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/1158142/1.jpg?4419,"₦ 560,000",1
"DELL Latitude 5480 Intel Core I5- 8GB RAM, 256GB SSD Windows  11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/29/6475092/1.jpg?6931,"₦ 400,000",1
"DELL Latitude 7490 Intel Core I5, Keyboard Backlit, 8GB RAM, 256GB SSD Windows 11 + Free Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/6958942/1.jpg?5704,"₦ 380,000",1
Hp Stream 11 Pro Intel Celeron 4GB RAM- 64GB HDD WIN 10+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/7806612/1.jpg?3286,"₦ 145,000",1
Hp Elitebook X2 Intel Core I5 256GB SSD/8GB RAM/Backlit-Keypad - TouchScreen- Windows 10 PRO+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/5340133/1.jpg?4227,"₦ 550,000",0
"Apple MacBook Pro 14"" Laptop - M3 Pro Chip - 18GB  - 14-core GPU - 512 SSD - Space Black/2023",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/2178772/1.jpg?1191,"₦ 3,350,000",1
DELL Latitude 7490 Intel Core I5- 512GB SSD/16GB RAM-BACKLIGHT KEYBOARD-WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/5427013/1.jpg?8750,"₦ 450,000",1
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/4059293/1.jpg?7825,"₦ 155,000",0
DELL Latitude 7490 TOUCHSCREEN Intel Core I7- 512GB SSD/16GB RAM -BACKLIGHT KEYBOARD WIN 11PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/1011162/1.jpg?3720,"₦ 610,000",1
Hp Stream 11 Pro G4 Intel Celeron - TOUCHSCREEN- 1.1 Up To 2.2 Burst Frequency(4gb Ram 64gb SSD + 1TB One Storage) Education Edition Laptop Windows 10+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/817442/1.jpg?8031,"₦ 935,000",1
Hp ProBook 11 Inches X360- Intel Celeron 512GB SSD- 4GB RAM Windows 10 Pro + 32GB Flash Usb Led Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/8135883/1.jpg?3728,"₦ 250,000",0
"Hp ProBook 11 X360- TOUCH Intel Celeron 256GB SSD, 4GB RAM+MOUSE AND FLASHLIGHT",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/6482553/1.jpg?5007,"₦ 220,000",1
Hp PD100W USB-C 18.5-20V Small Blue Pin Cable,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/4714793/1.jpg?7831,"₦ 13,400",0
"Apple MacBook Air 13"" M1 Chip  8GB 256GB 2020 Model - Gray",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/342027/1.jpg?0825,"₦ 1,370,000",1
Hp EliteBook 840 G6 TOUCHSCREEN Intel Core I5/8GB RAM/256GB SSD WINDOW 11PRO +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/57/4249362/1.jpg?9685,"₦ 520,000",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/8GB RAM-Intel CELERON QUAD CORE WIN10 Pro +MOUSE,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/0642331/1.jpg?5153,"₦ 340,000",0
DELL Latitude 7490 Intel Core I5- 16GB RAM/512GB SSD BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8285393/1.jpg?7209,"₦ 550,000",0
Hp EliteBook 840 G5 TOUCHSCREEN Core I7-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader WIN 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/9826443/1.jpg?3171,"₦ 760,000",1
"Lenovo IDEAPAD 15 INTEL CORE I3 12GB RAM 256GB SSD 15.6""FHD WINDOWS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/11/1246621/1.jpg?2988,"₦ 590,800",0
Hp STREAM 11 LAPTOP- CELERON-64GB 4D 4GB RAM Windows 10 PRO+ & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/6621623/1.jpg?4981,"₦ 160,000",1
DELL Latitude 5400 TOUCHSCREEN Intel Core I5-512GB SSD/16GB RAM Keyboard BACKLIT /WIN 11 PRO+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/8716032/1.jpg?2030,"₦ 475,000",1
Hp ProBook 11 X360- TOUCH Intel Pentium 128GB 4GB RAM WIN10 Pro +,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/5351362/1.jpg?0324,"₦ 210,000",1
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/02/0354272/1.jpg?8395,"₦ 569,000",1
"Hp VICTUS GAMING 15 13TH GEN INTEL CORE I7 16GB RAM 1TB SSD RTX 3050 (6GB) 15.6""FHD BACKLIT KEY WIN 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/5747573/1.jpg?0350,"₦ 1,980,000",0
"DELL Latitude 7490 Intel Core I5, Keyboard Backlit, 16GB RAM, 256GB SSD Windows 11 + Free Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/65/3434553/1.jpg?7403,"₦ 400,000",0
Hp EliteBook 840 G6 Intel Core I5- Backlit Keyboard /FP Reader 16GB RAM/512 SSD Windows 11 Pro +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/0377122/1.jpg?0206,"₦ 510,000",1
DELL Latitude 3189 X360 TOUCHSCREEN INTEL PENTIUM 256GB SSD 8GB WIN 10 Pro,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/1404352/1.jpg?6525,"₦ 299,000",0
Hp EliteBook 840 G5 TOUCHSCREEN Core I5-8GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/7635013/1.jpg?0807,"₦ 515,000",0
Hp ProBook 11 X360- 256GB SSD 4GB RAM TC Intel P RAM WIN11 P +,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/2041292/1.jpg?0183,"₦ 229,999",0
Hp EliteBook X360 830 G6 TOUCHSCREEN Core I5-16GB RAM/512GB SSD/Backlit Keyboard/Windows 11+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/9881623/1.jpg?1728,"₦ 590,000",1
Hp PROBOOK 11 X360 TOUCHSCREEN 4GB RAM 128GB SSD INTEL PENTIUM Windows 10,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/08/5737053/1.jpg?5585,"₦ 300,000",1
Hp Notebook 11 - TOUCH- 256GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/6145243/1.jpg?7101,"₦ 220,000",0
Hp EliteBook 830 G6 TOUCHSCREEN Intel Core I5-8GB RAM/256GB SSD/Backlit Keyboard/Windows 11 Pro+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/9761623/1.jpg?6789,"₦ 475,000",0
Hp Stream- Intel Celeron - 32GB SSD 4GB RAM Windows 10 PRO+ USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/8270293/1.jpg?8606,"₦ 135,000",0
Hp ProBook 11 X360- Intel CORE I5- TOUCH- 512GB SSD/8GB RAM- Windows 11 + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/0738293/1.jpg?3493,"₦ 330,000",0
"Hp Spectre14 X360 (2024) - 14th Gen Intel Core Ultra 7 155H Processor - 16GB RAM / 1TB SSD - 14.0"" 2.8K OLED Touchscreen - 9MP IR Camera - Intel Arc Graphics - Fingerprint Reader - Rechargeable MPP 2.0 Tilt Pen - Windows 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/78/8031553/1.jpg?7009,"₦ 2,599,000",0
"Hp Omen 16 Gaming 13th Gen Intel Core I7 16GB RAM/1TB SSD 16.1"" Nvidia RTX 4050 6GB WINS 11",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/504789/1.jpg?8947,"₦ 2,500,000",1
Hp STREAM 11 LAPTOP-CELERON-64 SSD 4GB RAM Windows 10 PRO+  & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/67/6353933/1.jpg?8392,"₦ 160,000",1
Hp Spectre 14 X360 2-in-1 - 13th Gen Intel Evo Core I7-1355U Processor - 13.5'' OLED 3K2K IPS Touchscreen - 16GB RAM / 1TB SSD - Intel Iris Xe - Fingerprint Reader / 5MP IR Camera - Rechargeable MPP 2.0 Tilt Pen + Sleeve - Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/3816552/1.jpg?5431,"₦ 2,489,000",1
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/1355923/1.jpg?8412,"₦ 550,000",1
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/3618043/1.jpg?7975,"₦ 250,000",1
Hp Pavilion 15 X360 12th Gen Intel Core I3 8GB RAM/512 SSD Win 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/0246412/1.jpg?3163,"₦ 860,000",1
Hp ELITEBOOK 1030 G3 X360 TOUCH CORE I5 16GB RAM/1TB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/8349362/1.jpg?4694,"₦ 750,000",0
Hp  EliteBook 840 G6 Intel Core I5-32GB RAM/1TB SSD/Backlit Keyboard/FP Reader Wins 11 Pro Laptop +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/0494063/1.jpg?5505,"₦ 640,000",1
Hp ProBook 11 X360- TOUCH- 256GB SSD/8GB RAM-Intel CORE I5- Windows 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/4877293/1.jpg?3227,"₦ 350,000",0
Hp EliteBook 840 G5 Intel Core I5-8GB RAM/512GB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/35/8318462/1.jpg?2790,"₦ 475,000",0
"Hp CHROMEBOOK 11 ,INTEL CELERON,4GB RAM,16GB SSD",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/45/0303393/1.jpg?0360,"₦ 155,000",0
Hp ProBook 11 X360- TOUCH- 512GB SSD/4GB RAM-Intel CELERON QUAD CORE WIN10 Pro +Mouse &USB Light,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/8285393/1.jpg?7207,"₦ 500,000",0
Hp ProBook 11 X360 TOUCH INTEL CORE I5 512GB SSD- 8GB RAM Windows 11+ 32GB FLASH,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/5799763/1.jpg?7829,"₦ 370,000",0
Hp Probook 11 G7 X360 Touchscreen Intel Pentium 8GB DDR4 RAM 256GB SSD WIN 10 + Keyboard Flashlight,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/39/9186612/1.jpg?4562,"₦ 290,000",1
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/7831473/1.jpg?7566,"₦ 560,000",1
"Hp CHROMEBOOK 11 ,INTEL CELERON,4GB RAM,16GB SSD",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/8849293/1.jpg?5972,"₦ 155,000",0
Hp ProBook 11 X360- TOUCH Intel Celeron 256GB 4GB RAM WIN 10 Pro+ MOUSE & USB LIGHT FOR KEYBOARD,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/845767/1.jpg?2913,"₦ 220,000",1
"DELL Latitude 3190 2in1 X360 INTEL PENTIUM, Touchscreen 512GB SSD 8GB WIN 11 Pro",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/1255091/1.jpg?7977,"₦ 300,000",1
Hp ELITEBOOK X360 1030 G3 8TH GEN CORE I5 8GB RAM/ 512GB SSD BACKLIT KEYBOARD FP READER WIN 11 PRO,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/4679262/1.jpg?7771,"₦ 670,000",0
Hp EliteBook 830 G6 Intel Core I5-16GB RAM/256GB SSD/Backlit/ TOUCHSCREEN FP Reader Wins 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/0051462/1.jpg?9502,"₦ 490,000",0
Hp EliteBook 840 G5 Intel Core I5- 12GB RAM/256GB SSD/Backlit Keyboard/FP Reader Windows 10 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/7815032/1.jpg?8107,"₦ 475,000",1
"Lenovo Ideapad Intel Celeron,4GB 256GB SSD Wins 11+Free Mouse",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/436606/1.jpg?6921,"₦ 380,000",1
Hp NoteBook 348 G5 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard- Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/8831473/1.jpg?7987,"₦ 560,000",0
Hp EliteBook 840 G6 Intel Core I5-16GB RAM/1TB SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/845767/1.jpg?9486,"₦ 569,000",1
Hp  Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/7358493/1.jpg?3887,"₦ 145,000",0
Hp ELITEBOOK X360 830 G7 TOUCHSCREEN CORE I5/16GB RAM/512GB SSD/BACKLIT KEYBOARD /FP READER- WINDOW 11,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/21/0681452/1.jpg?7004,"₦ 650,000",1
Hp EliteBook 845 G7 AMD RYZEN 7 PRO - 4750U-16GB RAM/512GB SSD/Backlit Key/FP Reader Win11 Pro +BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/47/9323783/1.jpg?1199,"₦ 630,000",0
"Acer Nitro 17 Gaming Laptop, 1tb/16gb RTX 4060, Ryzen 7",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/1187862/1.jpg?4804,"₦ 2,250,000",1
Hp ProBook 11 X360- TOUCH- 1TB SSD/8GB RAM-Intel CORE I5- Windows 11 + 64GB Flash & BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/1857143/1.jpg?7014,"₦ 550,000",0
Hp ELITEBOOK 830 G7 TOUCHSCREEN INTEL CORE I7 512SSD 16GB RAM BACKLIT KEYS FINGERPRINT WINS 11PRO+ Bag,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/9458172/1.jpg?3785,"₦ 820,068",1
Hp Spectre 15 X360 Convertible (Nightfall Black + Gold) - 15.6'' UHD 4K Touchscreen - Intel Core I7-1165G7 - 16GB RAM - 1TB SSD - Intel Iris XE Graphics - Fingerprint Reader - Windows 11 Home - MPP 2.0 Rechargeable Tilt Pen + Leather Sleeve,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/650199/1.jpg?3046,"₦ 3,250,000",1
DELL Latitude 7490 TOUCHSCREEN Intel Core I7- 1TB SSD/16GB RAM BACKLIGHT KEYBOARD/WIN 11 PRO+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/3758032/1.jpg?5543,"₦ 780,000",1
"Apple MacBook Pro 16"" Laptop - M3 Pro Chip - 18GB  18-core GPU - 512GB SSD - Space Black",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/6228782/1.jpg?9548,"₦ 3,450,000",1
"Apple MacBook Air 13.6"" 8GB/ 256GB M2 - Space Grey 2022",https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/2054841/1.jpg?9378,"₦ 1,750,999",1
Charger & Power Adapter For MacBook Pro / Air Type USB-C 61w,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/4416373/1.jpg?9245,"₦ 24,300",1
Hp  Stream 11 Laptop- Intel Celeron -TOUCH SCREEN 128GB SSD 4GB RAM Windows 10 PRO +USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/0870283/1.jpg?6439,"₦ 250,000",0
Hp ELITEBOOK X360 830 G9 2022 INTEL CORE I7 16GB RAM 512GB SSD BACKLIT KEYBOARD FP WINS 11+ PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/2067063/1.jpg?2431,"₦ 1,190,000",0
Hp Elitebook X2 1012 G2 Intel Core I5 256GB SSD -8GB RAM -Backlit-Keypad - Touch Windows 10 PRO + PEN,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/5350072/1.jpg?3287,"₦ 540,000",0
Hp EliteBook 840 G6 IntelCore I5-16GB RAM/1TB SSD  WIN11+BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/0429142/1.jpg?8781,"₦ 560,000",0
Hp EliteBook 840 G6 Intel Core I5- 16GB RAM/512GB SSD + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/87/717442/1.jpg?4288,"₦ 510,000",0
Lenovo Ideapad 15 Inch Intel® Celeron® 8GB RAM DDR4 - 256 SSD Windows 11 +USB LIGHT,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/6087012/1.jpg?0149,"₦ 379,999",1
Hp Stream 11 Laptop- Intel Celeron - 64GB SSD 4GB RAM Windows 10 PRO+ Mouse & USB Light For Keyboard,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/6774563/1.jpg?7306,"₦ 160,000",0
Hp EliteBook 840 G5 Intel Core I5-16GB RAM/512 SSD/Backlit Keyboard/FP Reader Windows 11 Pro + BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/901224/1.jpg?3990,"₦ 520,000",1
Hp EliteBook X360 830 G6 TOUCHSCREEN Core I5-16GB RAM/1TB SSD/Backlit Keyboard/Windows 11 Pro+ BAG,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/5021032/1.jpg?3982,"₦ 610,000",1
